drug,title,pmid,doi,journal,pub_year,model,direction,pos_hits,neg_hits,outcomes,abstract
(?)-thiopental,Limettin and PD98059 Mitigated Alzheimer's Disease Like Pathology Induced by Streptozotocin in Mouse Model: Role of p-ERK1/2/p-GSK-3β/p-CREB/BDNF Pathway.,40381124,10.1007/s11481-025-10211-8,,2025,animal,positive,2,1,amyloid;tau;microglia;mitochondria;cognition,"Sporadic Alzheimer's disease (SAD) represents one of the major memory deficits that is characterized by tau hyperphosphorylation and amyloid beta (Aβ) deposition in the brain. Both are considered AD hallmarks which are mediated through neuroinflammation, oxidative stress, and cholinergic circuit interruption. This study aimed to show how limettin and PD98059 exert a neuroprotective effect against SAD and the possible role of the extracellular regulated kinase (p-ERK1/2) and glycogen synthase kinase-3 beta (p-GSK-3β) (Ser9)/cAMP-response element binding protein (p-CREB) (Ser133)/brain derived neurotrophic factor (BDNF) pathway. Control animals (Group I) received the vehicles, group II received PD98059 (10 mg/kg/i.p), while group III was administered limettin (15 mg/kg/i.p). Additionally, the other three groups received a single dose of streptozotocin (STZ; 3 mg/kg/ICV), where group IV served as the SAD group, while groups V and VI received PD98059 and limettin daily for 3 weeks, respectively. The SAD animals receiving PD98059 and limettin increased the number of arm entries, % alternations in Y-maze, with reduction in mean escape latency, increase in time spent in target quadrant and platform crossing in Morris Water Maze, compared to the SAD group. Additionally, PD98059 and limettin administration to the STZ group downregulated persistent activation of p-ERK1/2 which in turn increased p-GSK-3β (Ser9), leading to enhanced p-CREB (Ser133) and BDNF expressions, as well as reducing inflammatory markers viz., nuclear factor-kappa B and interleukin-6, leading to decreased Aβ deposition. Both treatments reduced immunohistochemical p-tau expression, brain edema, and increased intact neuron cells remarkably. Thus, based on these findings, PD98059 and limettin may have promising effects in protecting against SAD. Using blockers/inhibitory molecules are recommended to confirm effect through the corresponding pathway."
(?)-thiopental,Approaching therapy of Alzheimer's disease via the antidiabetic drug liraglutide-a study with streptozotocin intracerebroventricularly treated Wistar rats.,40646278,10.1007/s00702-025-02979-z,,2025,animal,positive,2,1,amyloid;microglia;cognition,"Risk factors for developing dementia include type 2 diabetes and obesity. Streptozotocin (STZ) intracerebroventricularly (icv) treated rats are a well-accepted animal model for the sporadic Alzheimer`s disease (sAD). STZ-icv treatment results in an insulin-resistant brain state, cognitive deficits, and reduced hippocampal adult neurogenesis (AN). As the antidiabetic drug liraglutide (LIR) has been shown to improve AN, and spatial learning in an AD mouse model, we have investigated the effects of LIR treatment on spatial and fear-motivated learning, AN, and gene expression profiles in STZ-icv treated rats. Male Wistar rats were injected icv with STZ (f.c. 3 mg/kg) or vehicle. Two months later, four weeks of subcutaneous treatment with LIR (0.3 mg/kg) began. Cognitive abilities were assessed with the Morris water maze (MWM) and passive avoidance (PA) test. We performed quantitative immunohistochemistry to evaluate AN, and quantitative real-time PCR to determine the expression levels of genes involved in insulin signaling, glucose uptake, and neuroinflammation. STZ-icv rats showed significantly impaired spatial learning performance in the MWM and fear-motivated memory deficits in the PA test accompanied by reduced AN, downregulated insulin system- and glucose metabolism-related genes in the hippocampus and prefrontal cortex. LIR treatment did not reverse these cognitive deficits of STZ-icv rats in the MWM, and did even worsen PA performance. However, LIR partially restored dysregulated gene expression, however, additionally stimulated neuroinflammation. Refined experimental designs, e.g., refined dosing, should help to further clarify the therapeutic potential of LIR in the future."
(?)-thiopental,A comprehensive investigation of Clerodendrum Infortunatum Linn. using LC-QTOF-MS/MS metabolomics as a promising anti-alzheimer candidate.,39757300,10.1038/s41598-024-82265-2,,2025,animal,positive,3,0,amyloid;mitochondria;cognition,"Alzheimer's disease (AD) poses a global health challenge, demanding innovative approaches for effective treatments. Clerodendrum infortunatum Linn. (Lamiaceae) is a shrub traditionally used as a medicinal plant to treat inflammation, skin diseases, and bronchitis. This study aims to identify the main bioactive metabolites in C. infortunatum using LC-QTOF-MS/MS and investigate its potential in protecting against cognitive decline in rats with scopolamine-induced AD disease. Metabolite profiling was performed on the methanol extract of the plant's aerial parts using LC-QTOF-MS/MS. The inhibitory activity of the acetylcholinesterase enzyme was measured in vitro. To evaluate the cognitive effects, the methanol extract was orally administered at three doses (100, 200, and 400 mg/kg) to scopolamine-induced AD rats, and their cognitive functions were assessed using the novel object recognition test. Additionally, acetylcholinesterase enzyme activity, as well as the levels of acetylcholine, dopamine, noradrenaline, glutathione, malondialdehyde, tumor necrosis factor-α, interleukin-1β, and amyloid-β in the rat hippocampus, were measured using ELISA, followed by histopathological evaluation. A total of 79 metabolites, spanning various chemical classes, such as organic acids, phenolic acids, phenylpropanoids and phenylethanoids, flavonoids, coumarins, other phenolics, and fatty acids and their derivatives, were identified. The results showed that the extract promoted enhanced cognitive functions in the novel object recognition test. Scopolamine administration significantly altered the acetylcholinesterase enzyme activity and biomarker levels in the rat's hippocampus. However, treatment with C. infortunatum at 200 and 400 mg/kg almost restored these neurotransmitter levels to normal, which was further confirmed by histopathological analysis. This study demonstrates the therapeutic potential of C. infortunatum in mitigating cognitive decline in AD, with its first metabolite profiling revealing a range of bioactive compounds. The extract improved cognitive function in scopolamine-induced AD rats, restored acetylcholinesterase activity, normalized neurotransmitter levels, and reduced oxidative stress and inflammation. These findings suggest that C. infortunatum is a promising candidate for the development of natural therapies targeting AD."
(?)-thiopental,Baicalin-Myricetin-Coated Selenium Nanoparticles Mitigate Pathology in an Aβ1-42 Mice Model of Alzheimer's Disease.,41011259,10.3390/ph18091391,,2025,animal,neutral,1,1,amyloid;microglia;mitochondria;cognition,"<b>Background</b>: Current Alzheimer's disease (AD) treatments primarily focus on symptom management and offer limited potential to arrest disease progression. To address this limitation, we developed baicalin-myricetin (BM) functionalized selenium nanoparticles (SeNPs), termed BMSe@BSA, aimed at multi-targeted neuroprotection. <b>Materials and Methods</b>: BMSe@BSA nanoparticles were synthesized via a gel-sol technique using bovine serum albumin (BSA), ascorbic acid, selenous acid, and BM. Interactions among BSA, BM, and SeNPs were characterized by microscopy and spectrometry. Cytotoxicity was assessed on RAW 264.7 and PC12 cells to determine biocompatibility. Neuroinflammation and cognitive function were evaluated in C57BL6/J mice challenged with Aβ1-42. Recognition memory was tested through open-field exploration, novel object recognition (NOR), and T-maze assays. Inflammatory markers (IL-1β and TNF-α) and microglial changes in the cerebral cortex were quantified, while amyloid fibril morphology was assessed using atomic force microscopy (AFM). <b>Results</b>: Spectroscopic analysis verified successful BM functionalization. Transmission electron microscopy revealed a spherical morphology with an average particle size of 90.57 nm, zeta potential of 27.2 mV, and a polydispersity index (PDI) of 0.270. BM entrapment efficiency reached approximately 90%. Cytotoxicity assays confirmed the nanoparticles' safety, with no toxicity observed at concentrations up to 400 µg/mL after 4 h of incubation. BMSe@BSA effectively inhibited amyloid fibril formation, downregulated pro-inflammatory cytokine expression, preserved neuronal integrity, and significantly enhanced cognitive performance in AD mouse models. Conclusion: BMSe@BSA appear as a potential nanotherapeutic approach for targeted brain delivery and multi-pathway intervention in Alzheimer's disease."
(?)-thiopental,Clausena Harmandiana root extract attenuated cognitive impairments via reducing amyloid accumulation and neuroinflammation in Aβ<sub>1-42</sub>-induced rats.,35439990,10.1186/s12906-022-03591-4,,2022,animal,positive,2,1,amyloid;microglia;mitochondria;cognition,"<h4>Background</h4>Alzheimer's disease (AD) pathogenesis is associated with amyloid-β (Aβ)-induced neuroinflammation. In AD, the activation of microglia caused by Aβ accumulation is followed by the synthesis and release of pro-inflammatory cytokines, including interleukin-1β (IL-1β) and tumor necrosis factor-α (TNFα), and ultimately leads to cognitive impairments. Clausena harmandiana (CH) is a medicinal plant in the Rutaceae family and has been used in folk medicine to relieve illnesses such as stomachache and headache, and as a health tonic. Interestingly, CH root extract (CHRE) has several anti-inflammatory and other pharmacological activities, but there are no studies in AD-like animal models.<h4>Objectives</h4>This study aims to evaluate the effects of CHRE on cognitive impairments, increased Aβ<sub>1-42</sub> protein levels, and neuroinflammation in Aβ<sub>1-42</sub>-induced rats.<h4>Methods</h4>Forty-eight adult male Sprague-Dawley rats (250-300 g) were randomly divided into 6 groups (n = 8) of the sham control, V + Aβ, CB + Aβ CHRE125 + Aβ, CHRE250 + Aβ, and CHRE500 + Aβ. Sodium carboxymethylcellulose, Celebrex (10 mg/kg BW) and CHRE (125, 250, and 500 mg/kg BW) were given orally or without any treatment for 35 days. On day 21, aggregated Aβ<sub>1-42</sub> at a concentration of 1 μg/μl were injected into both lateral ventricles (1 μl/side) of all treated rats, while sterilized normal saline were injected to untreated rats. Ten days later, the novel object recognition test was performed to assess their recognition memory. At the end of the test period, an overdose of thiopental sodium (120 mg/kg BW) and transcardial perfusion with 0.9% normal saline solution were used to euthanize all rats. Then Aβ<sub>1-42</sub> protein levels and the expression of inflammatory markers (CD11b-positive microglia, IL-1β, and TNFα) were investigated in the cerebral cortex and hippocampus.<h4>Results</h4>Pretreatment with CHRE at all doses could attenuate short- and long-term impairments in recognition memory. Additionally, CHRE also inhibited the increase of Aβ<sub>1-42</sub> protein levels and the expression of inflammatory markers in both brain regions as well as receiving Celebrex.<h4>Conclusions</h4>This suggests that preventive treatment of CHRE might be a potential therapy against cognitive impairments via reducing Aβ<sub>1-42</sub> protein levels and neuroinflammation caused by Aβ<sub>1-42</sub>."
(?)-thiopental,Melatonin reduces β-amyloid accumulation and improves short-term memory in streptozotocin-induced sporadic Alzheimer's disease model.,36926592,10.1016/j.ibneur.2023.01.005,,2023,animal,positive,1,0,amyloid;tau;mitochondria;cognition,"Melatonin is a hormone secreted by the pineal gland, it can be associated with circadian rhythms, aging and neuroprotection. Melatonin levels are decreased in sporadic Alzheimer's disease (sAD) patients, which suggests a relationship between the melatonergic system and sAD. Melatonin may reduce inflammation, oxidative stress, TAU protein hyperphosphorylation, and the formation of β-amyloid (Aβ) aggregates. Therefore, the objective of this work was to investigate the impact of treatment with 10 mg/kg of melatonin (i.p) in the animal model of <i>sAD</i> induced by the intracerebroventricular (ICV) infusion of 3 mg/kg of streptozotocin (STZ). ICV-STZ causes changes in the brain of rats similar to those found in patients with sAD. These changes include; progressive memory decline, the formation of neurofibrillary tangles, senile plaques, disturbances in glucose metabolism, insulin resistance and even reactive astrogliosis characterized by the upregulation of glucose levels and glial fibrillary acidic protein (GFAP). The results show that ICV-STZ caused short-term spatial memory impairment in rats after 30 days of STZ infusion without locomotor impairment which was evaluated on day 27 post-injury. Furthermore, we observed that a prolonged 30-day treatment with melatonin can improve the cognitive impairment of animals in the Y-maze test, but not in the object location test. Finally, we demonstrated that animals receiving ICV-STZ have high levels of Aβ and GFAP in the hippocampus and that treatment with melatonin reduces Aβ levels but does not reduce GFAP levels, concluding that melatonin may be useful to control the progression of amyloid pathology in the brain."
(?)-thiopental,Neuroprotective effects of resistance physical exercise on the APP/PS1 mouse model of Alzheimer's disease.,37090809,10.3389/fnins.2023.1132825,,2023,animal,negative,1,2,amyloid;microglia;mitochondria;cognition,"<h4>Introduction</h4>Physical exercise has beneficial effects by providing neuroprotective and anti-inflammatory responses to AD. Most studies, however, have been conducted with aerobic exercises, and few have investigated the effects of other modalities that also show positive effects on AD, such as resistance exercise (RE). In addition to its benefits in developing muscle strength, balance and muscular endurance favoring improvements in the quality of life of the elderly, RE reduces amyloid load and local inflammation, promotes memory and cognitive improvements, and protects the cortex and hippocampus from the degeneration that occurs in AD. Similar to AD patients, double-transgenic APPswe/PS1dE9 (APP/PS1) mice exhibit Αβ plaques in the cortex and hippocampus, hyperlocomotion, memory deficits, and exacerbated inflammatory response. Therefore, the aim of this study was to investigate the effects of 4 weeks of RE intermittent training on the prevention and recovery from these AD-related neuropathological conditions in APP/PS1 mice.<h4>Methods</h4>For this purpose, 6-7-month-old male APP/PS1 transgenic mice and their littermates, negative for the mutations (CTRL), were distributed into three groups: CTRL, APP/PS1, APP/PS1+RE. RE training lasted four weeks and, at the end of the program, the animals were tested in the open field test for locomotor activity and in the object recognition test for recognition memory evaluation. The brains were collected for immunohistochemical analysis of Aβ plaques and microglia, and blood was collected for plasma corticosterone by ELISA assay.<h4>Results</h4>APP/PS1 transgenic sedentary mice showed increased hippocampal Aβ plaques and higher plasma corticosterone levels, as well as hyperlocomotion and reduced central crossings in the open field test, compared to APP/PS1 exercised and control animals. The intermittent program of RE was able to recover the behavioral, corticosterone and Aβ alterations to the CTRL levels. In addition, the RE protocol increased the number of microglial cells in the hippocampus of APP/PS1 mice. Despite these alterations, no memory impairment was observed in APP/PS1 mice in the novel object recognition test.<h4>Discussion</h4>Altogether, the present results suggest that RE plays a role in alleviating AD symptoms, and highlight the beneficial effects of RE training as a complementary treatment for AD."
(?)-thiopental,Cognitive enhancing effects of pazopanib in D‑galactose/ovariectomized Alzheimer's rat model: insights into the role of RIPK1/RIPK3/MLKL necroptosis signaling pathway.,37458952,10.1007/s10787-023-01269-y,,2023,animal,positive,1,0,amyloid;tau;microglia;cognition,"Necroptosis, a programmed form of necrotic cell death carried out by receptor-interacting serine/threonine protein kinase 1 (RIPK1) and RIPK3, has been found to be implicated in the pathogenesis of Alzheimer's disease (AD). An FDA-approved anti-cancer drug, pazopanib, is reported to possess potent inhibitory effect against necroptosis via interfering with RIPK1. So far, there are no existing data on the influence of pazopanib on necroptotic pathway in AD. Thus, this study was designed to explore the impact of pazopanib on cognitive impairment provoked by ovariectomy (OVX) together with D-galactose (D-Gal) administration in rats and to scrutinize the putative signaling pathways underlying pazopanib-induced effects. Animals were allocated into four groups; the first and second groups were exposed to sham operation and administered normal saline and pazopanib (5 mg/kg/day, i.p.), respectively, for 6 weeks, while the third and fourth groups underwent OVX then were injected with D-Gal (150 mg/kg/day, i.p.); concomitantly with pazopanib in the fourth group for 6 weeks. Pazopanib ameliorated cognitive deficits as manifested by improved performance in the Morris water maze besides reversing the histological abnormalities. Pazopanib produced a significant decline in p-Tau and amyloid beta (Aβ) plaques. The neuroprotective effect of pazopanib was revealed by hampering neuroinflammation, mitigating neuronal death and suppressing RIPK1/RIPK3/MLKL necroptosis signaling pathway. Accordingly, hindering neuroinflammation and the necroptotic RIPK1/RIPK3/MLKL pathway could contribute to the neuroprotective effect of pazopanib in D-Gal/OVX rat model. Therefore, this study reveals pazopanib as a valuable therapeutic agent in AD that warrants future inspection to provide further data regarding its neuroprotective effect."
(?)-thiopental,Ameliorating the Role of Aripiprazole in Memory Deficits Induced by Intracerebroventricular Streptozotocin-Induced Dementia of Alzheimer's Type.,37483219,10.1021/acsomega.3c02550,,2023,animal,positive,3,1,mitochondria;cognition,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder causing immense suffering for the patients. Dopamine D2 and 5-hydroxytryptamine receptor 1A (5-HT1A) receptors' activation has been reported to play a crucial role in managing neurological outcomes in the brain and other health disorders. This study aimed to investigate the role of aripiprazole, a dopamine D2 and 5-HT1A selective receptors' activator, in the restoration of memory deficit induced by streptozotocin in mice. The cognitive functions of animals were determined using the Morris water maze. Brain sections were stained with hematoxylin and eosin and Congo red to examine the structural deviations. Brain oxidative stress (thiobarbituric acid reactive substance and glutathione), acetylcholinesterase activity, IL-6, and IL-10 were measured to assess biochemical alterations. Activation of D2 and 5-HT1A with aripiprazole attenuated STZ-induced cognitive deficit, increased brain GSH levels, reduced TBARS levels, AChE activity, IL-6 levels, and IL-10 levels and prevented STZ-induced brain anomalies in mice. Hence, the present study concluded that aripiprazole mitigated STZ-induced memory impairment and can be used as an efficacious therapeutic target for the management of AD."
(?)-thiopental,A novel transgenic mouse model expressing primate-specific nuclear choline acetyltransferase: insights into potential cholinergic vulnerability.,36810877,10.1038/s41598-023-30155-4,,2023,animal,positive,1,0,cognition,"The acetylcholine (ACh) synthesizing enzyme choline acetyltransferase (ChAT) is an important cholinergic neuronal marker whose levels and/or activity are reduced in physiological and pathological aging. One isoform of ChAT, 82-kDa ChAT, is expressed only in primates and found primarily in nuclei of cholinergic neurons in younger individuals, but this protein becomes mostly cytoplasmic with increasing age and in Alzheimer's disease (AD). Previous studies suggest that 82-kDa ChAT may be involved in regulating gene expression during cellular stress. Since it is not expressed in rodents, we developed a transgenic mouse model that expresses human 82-kDa ChAT under the control of an Nkx2.1 driver. Behavioral and biochemical assays were used to phenotype this novel transgenic model and elucidate the impact of 82-kDa ChAT expression. The 82-kDa ChAT transcript and protein were expressed predominantly in basal forebrain neurons and subcellular distribution of the protein recapitulated the age-related pattern found previously in human necropsy brains. Older 82-kDa ChAT-expressing mice presented with better age-related memory and inflammatory profiles. In summary, we established a novel transgenic mouse expressing 82-kDa ChAT that is valuable for studying the role of this primate-specific cholinergic enzyme in pathologies associated with cholinergic neuron vulnerability and dysfunction."
(?)-thiopental,Peganum harmala enhanced GLP-1 and restored insulin signaling to alleviate AlCl<sub>3</sub>-induced Alzheimer-like pathology model.,34103557,10.1038/s41598-021-90545-4,,2021,animal,positive,3,1,amyloid;tau;cognition,"Peganum harmala (P. harmala) is a folk medicinal herb used in the Sinai Peninsula (Egypt) as a remedy for central disorders. The main constituents, harmine and harmaline, have displayed therapeutic efficacy against Alzheimer's disease (AD); however, the P. harmala potential on sensitizing central insulin to combat AD remains to be clarified. An AD-like rat model was induced by aluminum chloride (AlCl<sub>3</sub>; 50 mg/kg/day for six consecutive weeks; i.p), whereas a methanolic standardized P. harmala seed extract (187.5 mg/kg; p.o) was given to AD rats starting 2 weeks post AlCl<sub>3</sub> exposure. Two additional groups of rats were administered either the vehicle to serve as the normal control or the vehicle + P. harmala seed extract to serve as the P. harmala control group. P. harmala enhanced cognition appraised by Y-maze and Morris water maze tests and improved histopathological structures altered by AlCl<sub>3</sub>. Additionally, it heightened the hippocampal contents of glucagon-like peptide (GLP)-1 and insulin, but abated insulin receptor substrate-1 phosphorylation at serine 307 (pS307-IRS-1). Besides, P. harmala increased phosphorylated Akt at serine 473 (pS473-Akt) and glucose transporter type (GLUT)4. The extract also curtailed the hippocampal content of beta amyloid (Aβ)42, glycogen synthase (GSK)-3β and phosphorylated tau. It also enhanced Nrf2, while reduced lipid peroxides and replenished glutathione. In conclusion, combating insulin resistance by P. harmala is a novel machinery in attenuating the insidious progression of AD by enhancing both insulin and GLP-1 trajectories in the hippocampus favoring GLUT4 production."
(e)-tamoxifen,Gnb5 is a negative regulator of the BACE1-mediated Aβ generation and ameliorates cognitive deficits in a mouse model of Alzheimer's disease.,40587559,10.1371/journal.pbio.3003259,,2025,animal,neutral,1,1,amyloid;cognition,"β-Amyloid (Aβ) is generated from the amyloid precursor protein (APP) through sequential cleavage by β-site APP-cleaving enzyme 1 (BACE1) and γ-secretase, where BACE1 acting as the rate-limiting enzyme. Elevated BACE1 levels in the brains of Alzheimer's disease (AD) patients implicate that dysregulated BACE1 expression is crucial to AD pathogenesis. However, the underlying regulatory mechanisms remain unclear. Here, we identified that the G protein subunit β5 gene (Gnb5), a component of the G protein-coupled receptor (GPCR) signaling pathway, is significantly downregulated in both human AD patients and AD mouse models. Conditional knockout of Gnb5 in excitatory neurons resulted in cognitive impairments, whereas adeno-associated virus (AAV)-mediated overexpression of Gnb5 in the hippocampus ameliorated cognitive deficits and reduced Aβ deposition in 5xFAD mice. Mechanistically, we demonstrated that Gnb5 interacts with BACE1, modulating its expression and potentially influencing Aβ generation. We further identify the first tryptophan-aspartate domain (WD domain) of Gnb5 and the Ser81 residue as crucial for this regulation. Expression of this WD domain alone is sufficient to reduce Aβ deposition in 5xFAD mice, whereas a point mutation at Ser81 (S81L) abolishes this effect. Overall, our findings establish Gnb5 as a negative regulator of the BACE1-APP processing axis and unveil mechanistic insights into its role in Aβ-mediated AD pathogenesis."
(s)-(+)-ibuprofen,Traditional Chinese Nootropic Medicine Radix Polygalae and Its Active Constituent Onjisaponin B Reduce β-Amyloid Production and Improve Cognitive Impairments.,26954017,10.1371/journal.pone.0151147,,2016,animal,neutral,0,0,amyloid;cognition,"Decline of cognitive function is the hallmark of Alzheimer's disease (AD), regardless of the pathological mechanism. Traditional Chinese medicine has been used to combat cognitive impairments and has been shown to improve learning and memory. Radix Polygalae (RAPO) is a typical and widely used herbal medicine. In this study, we aimed to follow the β-amyloid (Aβ) reduction activity to identify active constituent(s) of RAPO. We found that Onjisaponin B of RAPO functioned as RAPO to suppress Aβ production without direct inhibition of β-site amyloid precursor protein cleaving enzyme 1 (BACE1) and γ-secretase activities. Our mechanistic study showed that Onjisaponin B promoted the degradation of amyloid precursor protein (APP). Further, oral administration of Onjisaponin B ameliorated Aβ pathology and behavioral defects in APP/PS1 mice. Taken together, our results indicate that Onjisaponin B is effective against AD, providing a new therapeutic agent for further drug discovery."
(s)-(+)-ibuprofen,"Ibuprofen reduces Abeta, hyperphosphorylated tau and memory deficits in Alzheimer mice.",18374906,10.1016/j.brainres.2008.01.095,,2008,animal,positive,1,0,amyloid;tau;mitochondria;cognition,"We examined the effects of ibuprofen on cognitive deficits, Abeta and tau accumulation in young triple transgenic (3xTg-AD) mice. 3xTg-AD mice were fed ibuprofen-supplemented chow between 1 and 6 months. Untreated 3xTg-AD mice showed significant impairment in the ability to learn the Morris water maze (MWM) task compared to age-matched wild-type (WT) mice. The performance of 3xTg-AD mice was significantly improved with ibuprofen treatment compared to untreated 3xTg-AD mice. Ibuprofen-treated transgenic mice showed a significant decrease in intraneuronal oligomeric Abeta and hyperphosphorylated tau (AT8) immunoreactivity in the hippocampus. Confocal microscopy demonstrated co-localization of conformationally altered (MC1) and early phosphorylated tau (CP-13) with oligomeric Abeta, and less co-localization of oligomeric Abeta and later forms of phosphorylated tau (AT8 and PHF-1) in untreated 3xTg-AD mice. Our findings show that prophylactic treatment of young 3xTg-AD mice with ibuprofen reduces intraneuronal oligomeric Abeta, reduces cognitive deficits, and prevents hyperphosphorylated tau immunoreactivity. These findings provide further support for intraneuronal Abeta as a cause of cognitive impairment, and suggest that pathological alterations of tau are associated with intraneuronal oligomeric Abeta accumulation."
(s)-donepezil,Alternative method of oral dosing for rats.,20587166,,,2010,animal,positive,3,0,amyloid;mitochondria;cognition,"Oral administration of drugs to laboratory rodents typically is achieved by using the gavage technique. Although highly effective, this method occasionally can cause esophageal injury as well as restraint-associated distress, particularly with repeated use. The aim of this study was to assess an alternative oral dosing method that could reduce the distress and morbidity associated with standard gavage techniques. The palatability and pharmacokinetic profile of 2 medicines approved for the treatment of Alzheimer disease, donepezil and galantamine, were investigated in male Lister hooded rats by using a syringe-feeding method and compared with results from traditional gavage administration. In addition, the stimulant nicotine was tested by using the syringe-feeding method in a separate series of experiments. Animals reliably learned to drink voluntarily from the syringe, and latency to drink decreased rapidly. The addition of donepezil, galantamine, or nicotine to sucrose had no apparent effect on the palatability of the solution, although nicotine produced aversive effects that inhibited subsequent voluntary intake. Oral bioavailability was improved by using syringe feeding with donepezil but not galantamine. Both drugs improved cognitive performance in the novel object recognition test, with similar behavioral profiles between the 2 methods of administration. Our results suggest that the syringe-feeding technique is an effective alternative oral dosing method in rats."
(s)-mephenytoin,Aryloxypropanolamine targets amyloid aggregates and reverses Alzheimer-like phenotypes in Alzheimer mouse models.,36443837,10.1186/s13195-022-01112-6,,2022,animal,positive,3,0,amyloid;tau;microglia;synapse;cognition,"<h4>Background</h4>Aggregated amyloid-β (Aβ) is considered a pathogenic initiator of Alzheimer's disease (AD), in strong association with tau hyperphosphorylation, neuroinflammation, synaptic dysfunction, and cognitive decline. As the removal of amyloid burden from AD patient brains by antibodies has shown therapeutic potential, the development of small molecule drugs inducing chemical dissociation and clearance of Aβ is compelling as a therapeutic strategy. In this study, we synthesized and screened aryloxypropanolamine derivatives and identified 1-(3-(2,4-di-tert-pentylphenoxy)-2-hydroxypropyl)pyrrolidin-1-ium chloride, YIAD002, as a strong dissociator of Aβ aggregates.<h4>Methods</h4>The dissociative activity of aryloxypropanolamine derivatives against Aβ aggregates were evaluated through in vitro assays. Immunohistochemical staining, immunoblot assays, and the Morris water maze were used to assess the anti-Alzheimer potential in YIAD002-treated 5XFAD and transgenic APP/PS1 mice. Target-ligand interaction mechanism was characterized via a combination of peptide mapping, fluorescence dissociation assays, and constrained docking simulations.<h4>Results</h4>Among 11 aryloxypropanolamine derivatives, YIAD002 exerted strongest dissociative activity against β-sheet-rich Aβ aggregates. Upon oral administration, YIAD002 substantially reduced amyloid burden and accordingly, improved cognitive performance in the Morris water maze and attenuated major pathological hallmarks of AD including tauopathy, neuroinflammation, and synaptic protein loss. Mechanism studies suggest that YIAD002 interferes with intermolecular β-sheet fibrillation by directly interacting with KLVFFA and IGLMVG domains of Aβ. In addition, YIAD002 was found to possess dissociative activity against aggregates of pyroglutamate-modified Aβ and tau.<h4>Conclusions</h4>Collectively, our results evince the potential of chemical-driven dissociation of Aβ aggregates by aryloxypropanolamines as a therapeutic modality of the amyloid clearance approach."
(s)-thalidomide,Role of chronic neuroinflammation in neuroplasticity and cognitive function: A hypothesis.,35234334,10.1002/alz.12610,,2022,animal,neutral,0,0,amyloid;tau;microglia;synapse;cognition,"<h4>Objective</h4>Evaluating the efficacy of 3,6'-dithioPomalidomide in 5xFAD Alzheimer's disease (AD) mice to test the hypothesis that neuroinflammation is directly involved in the development of synaptic/neuronal loss and cognitive decline.<h4>Background</h4>Amyloid-β (Aβ) or tau-focused clinical trials have proved unsuccessful in mitigating AD-associated cognitive impairment. Identification of new drug targets is needed. Neuroinflammation is a therapeutic target in neurodegenerative disorders, and TNF-α a pivotal neuroinflammatory driver.<h4>New hypothesis</h4>AD-associated chronic neuroinflammation directly drives progressive synaptic/neuronal loss and cognitive decline. Pharmacologically mitigating microglial/astrocyte activation without altering Aβ generation will define the role of neuroinflammation in AD progression.<h4>Major challenges</h4>Difficulty of TNF-α-lowering compounds reaching brain, and identification of a therapeutic-time window to preserve the beneficial role of neuroinflammatory processes.<h4>Linkage to other major theories</h4>Microglia/astroglia are heavily implicated in maintenance of synaptic plasticity/function in healthy brain and are disrupted by Aβ. Mitigation of chronic gliosis can restore synaptic homeostasis/cognitive function."
-,Basic Science and Pathogenesis.,41435910,10.1002/alz70855_100858,,2025,animal,neutral,0,0,amyloid;microglia;mitochondria;synapse;cognition,"<h4>Background</h4>Extracellular vesicles (EVs) have been described to be involved in the pathogenesis of Alzheimer's disease (AD), but the mechanism remain uncertain. This study aims to examine the AD spreading role of EVs through the exposure of isolated EVs from the cerebrospinal fluid (CSF) of patients with AD to wild type mice.<h4>Methods</h4>CSF EVs from subjects with AD dementia were administered to C57BL/6 mice for 3 months. The Morris water maze (MWM) and Novel object recognition (NOR) tests were selected to evaluate the spatial memory deficits. Neuroinflammation and synaptic integrity were evaluated with GFAP/Iba1 and synaptophysin immunohistochemistry assays. Aβ plaques were analyzed using Thioflavin-S (ThS) staining. Proteomic profiles of human CSF EVs and mice plasma were analyzed by using CNS NULISAseq™ (Alamar BioSciences).<h4>Results</h4>Animals exposed to AD CSF EVs showed significant memory deficits in both MWM (p = 0.0207) and NOR (p = 0.0394) tests compared to their control littermates. Immunohistochemical analysis showed significant differences in the neuroinflammation and synaptic pattern in AD EVs-exposed animals. ThS staining detected no Aβ plaques in either group. However, proteomic analysis revealed significant differences in the soluble fractions in both human CSF EVs and mice plasma between AD dementia and control groups.<h4>Conclusion</h4>Preliminary results suggest that EVs may play a key role in the dissemination of AD pathology. Long-exposure of AD CSF EVs to healthy mice appears to affect their cognitive function, learning and memory ability and promotes neuroinflammation and synaptic impairment. Further experiments are still needed for a better understanding of these effects."
